stock_id,公司名稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,市場別,上櫃日期,興櫃日期,公司簡稱
1303,南亞塑膠工業股份有限公司,塑膠工業,－,台北市敦化北路201號,75370905,吳嘉昭,鄒明仁,吳嘉昭,董事長,彭福榮,(02)27122211,1958-08-22,1967-11-05,新台幣 10.0000元,79308215890,7930821589,0,0,合併,每年,董事會,本公司股務組,(02)27189898,台北市敦化北路201號後棟一樓,安侯建業聯合會計師事務所,寇惠植,陳俊光,NPC,201 TUNG HWA NORTH ROADTAIPEI TAIWAN REPUBLIC OF CHINA,(02)27178533,nanya@npc.com.tw,http://www.npc.com.tw,彭福榮,副總經理,(02)27122211,nanya@npc.com.tw,http://www.npc.com.tw/j2npc/zhtw/stakeholder.jsp,sii,nan,nan,南亞
1304,台灣聚合化學品股份有限公司,塑膠工業,－,台北市內湖區基湖路37號12樓,11917107,吳亦圭,吳培基,吳銘宗,業務副總經理,周澤宜,02-87516888,1965-05-26,1972-05-20,新台幣 10.0000元,11887635000,1188763500,0,0,合併,每年,股東會,本公司股務部,02-26503773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,莊碧玉,陳俊宏,USI,12TH FLOOR NO. 37 JI-HU ROAD NEI-HU DISTRICTTAIPEI 114 TAIWAN R.O.C.,02-26599524,mtwu@usig.com,www.usife.com.tw,周澤宜,代理發言人,02-87516888分機3318,kellychou@usig.com,https://www.usife.com/CSR/default.aspx,sii,nan,nan,台聚
1305,華夏海灣塑膠股份有限公司,塑膠工業,－,台北市內湖區基湖路37號12樓,11686106,吳亦圭,林漢福,胡吉宏,執行副總經理,陳之國,(02)8751-6888,1964-04-29,1973-03-05,新台幣 10.0000元,5810504940,581050494,0,0,合併,每年,股東會,本公司股務部,(02)2650-3773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,黃秀椿,邱政俊,CGPC,12th Floor  NO.37  Ji-Hu Rd. Nei-Hu DistrictTaipei Taiwan R.O.C.,(02)2659-9553,ottohu@usig.com,https://www.cgpc.com.tw,胡吉宏,執行副總經理,(02)2650-3708,ottohu@usig.com,https://www.cgpc.com.tw/ESG/tw/issue-SDGs.aspx,sii,nan,nan,華夏
1307,三芳化學工業股份有限公司,塑膠工業,－,高雄市三民區通化街120號,83387850,林孟經,林至逸,林信宏,副總經理,陳偉鉅,(07)3712111,1973-06-16,1985-11-23,新台幣 10.0000元,3978181260,397818126,0,0,合併,每年,董事會,中國信託代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信會計師事務所,吳秋燕,劉裕祥,SAN FANG,402 FENGJEN RD.JENWU SHIANGKAOSHIUNGTAIWAN,(07)3711940,service@sanfang.com.tw,http://www.sanfang.com.tw,林信宏,副總經理,073712111,lhh@sanfang.com.tw,http://www.sanfang.com.tw/main/ems_c01.asp,sii,nan,nan,三芳
1308,亞洲聚合股份有限公司,塑膠工業,－,高雄市林園區工業一路3號,20747385,吳亦圭,吳培基,曾國龍,業務處長,陳政順,(02)8751-6888,1977-01-25,1986-06-20,新台幣 10.0000元,5937439190,593743919,0,0,合併,每年,股東會,亞洲聚合股份有限公司股務部,(02)2650-3773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,邱政俊,莊碧玉,APC,NO.3INDUSTRIAL 1ST RD. LINYUAN DIST.KAOHSIUNG TAIWAN 832 ROC,(02)2659-9553,gltzeng@usig.com,HTTP://WWW.apc.com.tw,陳政順,會計部經理,(02)2798-3788,nicolaschen@usig.com,www.apc.com.tw/dirCSR/frmCSR6.aspx,sii,nan,nan,亞聚
1309,台達化學工業股份有限公司,塑膠工業,－,台北市內湖區基湖路37號12樓,11893409,吳亦圭,吳培基,顏太明,執行副總經理,林金才,(02)8751-6888,1960-04-06,1986-06-27,新台幣 10.0000元,3975868480,397586848,0,0,合併,每年,股東會,台達化學工業股份有限公司股務部,(02)2650-3773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,邱政俊,黃秀椿,TTC,12th Floor No.37 Ji-Hu Rd.Taipei 114TaiwanR.O.C.,(02)2659-9504,tmyen@ttc.com.tw,http://www.ttc.com.tw,林金才,代理發言人,(02)8751-6888#3797,tonylin@usig.com,https://www.ttc.com.tw/zh-tw/dirCSR/frmCSR7.aspx,sii,nan,nan,台達化
1310,台灣苯乙烯工業股份有限公司,塑膠工業,－,台北市中正區羅斯福路一段六號八樓之一,20844865,林文淵,仲崇國,呂政欣,協理,陳彥均,02-23966007,1979-11-16,1987-08-06,新台幣 10.0000元,5278697640,527869764,0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,吳麟,王勇勝,T.S.M.C.,8F-1 No. 6 Sec. 1 Roosevelt Rd. Taipei City  TaiwanTaipeiTaiwan,23960755,investors@mail.smct.com.tw,http://www.smct.com.tw/,陳明男,協理,02-23966007,investors@mail.smct.com.tw,http://www.smct.com.tw/contact/contactUs,sii,nan,nan,台苯
1312,國喬石油化學股份有限公司,塑膠工業,－,臺北市敦化北路135號8樓,04212250,邱德馨,曾嘉雄,沈美佑,經理,薛鴻敏,(02)2175-4567,1973-09-25,1988-12-21,新台幣 10.0000元,9266203280,906620328,0,20000000,合併,每年,董事會,凱基證券(股)公司代理部,(02)2389-2999,台北市重慶南路一段2號5 樓,國富浩華聯合會計師事務所,蕭英嘉,林志隆,GPPC,8F. No. 135 Dunhua N. Rd. Songshan Dist.TAIPEI TAIWAN R.O.C.,(02)2545-8755,gppc@gppc.com.tw,http://www.gppc.com.tw,沈美佑,經理,(02)2175-4567,gppc@gppc.com.tw,http://www.gppc.com.tw/gppc/Investment-2.asp,sii,nan,nan,國喬
1313,聯成化學科技股份有限公司,塑膠工業,－,台北市南港區南港路一段209號A棟9樓,04748660,苗豐強,畢淑蒨,陳逸蓁,經理,徐桂梅,(02)26517889,1976-08-14,1989-03-27,新台幣 10.0000元,13565786070,1356578607,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5F,勤業眾信聯合會計師事務所,劉建良,林文欽,UPC,9F. Building A No. 209 NanGang Rd. Sec. 1 NanGang Dist. Taipei 115Taiwan R.O.C,(02)26515818,ir@upc.com.tw,http://www.upc.com.tw,陳逸蓁,經理,(02)26517889-6003,ir@upc.com.tw,https://www.upc.com.tw/zh-TW/Html/stakeholder_engagement,sii,nan,nan,聯成
1314,中國石油化學工業開發(股)公司,塑膠工業,－,高雄市大社區經建路1號,03084741,陳瑞隆,余建松,陳穎俊,副總經理,待指派,07-3513521,1969-07-08,1991-07-12,新台幣 10.0000元,37848501300,3784850130,0,0,合併,每年,股東會,本公司股務室,02-89782589,台北市松山區東興路12號3樓,安侯建業會計師事務所,吳政諺,陳眉芳,CPDC,No. 1 Chinchian Road Dashe HsiangKaohsiung Taiwan R. O. C.,07-3513642,list1314@ms.tse.com.tw,www.cpdc.com.tw,季天蔚,副理,02-87878461,investors@cpdc.com.tw,http://www.cpdc.com.tw/chinese/csr/list.php?ID=8,sii,nan,nan,中石化
1315,達新工業股份有限公司,塑膠工業,－,台中市西屯區工業區35路51號,51059101,吳子聰,陳以千,賴耿民,副總經理,陳明哲,04-23595511,1966-10-24,1992-05-09,新台幣 10.0000元,990990000,99099000,0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,國富浩華聯合會計師事務所,張福郎,邱桂鈴,TAH HSIN,NO.51 35TH RD.TAICHUNG INDUSTRIAL PARK TAICHUNG TAIWAN R.O.C,04-23595557,thst@mail.tahhsin.com.tw,www.tahhsin.com.tw,賴耿民,副總經理,04-23595511#1151,kmlai@mail.tahhsin.com.tw,www.tahhsin.com.tw,sii,nan,nan,達新
1316,上曜建設開發股份有限公司,建材營造,－,台南市安平區永華路二段248號20樓之6,73654033,張祐銘,張祐銘,郭育政,財務部副總經理,朱麗娟,(06)2988318,1979-12-11,1992-10-15,新台幣 10.0000元,2190579600,219057960,0,0,合併,每半會計年度,董事會,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段210號地下一樓,安侯建業聯合會計師事務所,許振隆,陳國宗,SUN YAD,20F.-6 No.248 Sec. 2 Yonghua RdAnping Dist. Tainan City 708 Taiwan,(06)2988311,fina@sunyad.com.tw,www.sunyad.com.tw,郭育政,財務部副總經理,06-2988318,sunyad_101@yahoo.com.tw,www.sunyad.com.tw,sii,nan,nan,上曜
1319,東陽實業廠股份有限公司,汽車工業,－,台南市安和路二段98號,68326665,吳永豐,吳永祥,許芳華,助理副總經理,洪智慧,06-3560511,1967-10-30,1994-12-12,新台幣 10.0000元,5914770680,591477068,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5F,安永聯合會計師事務所,胡子仁,洪國森,OTN,98 AN HO ROAD.SEC2TAINANTAIWANROC,06-3566055,15469@tyg.com.tw,WWW.TYG.COM.TW,黃和傑,專案經理,06-3560511-6170,15531@tyg.com.tw,http://www.tyg.com.tw/tw/stakeholders.html,sii,nan,nan,東陽
1321,大洋塑膠工業股份有限公司,塑膠工業,－,台北市莒光路310號56樓,15024509,陳欽明,陳欽明,王逸鶴,經理,邱俊福,(02)23062131,1965-06-07,1999-01-26,新台幣 10.0000元,2272282680,227228268,0,0,合併,每年,股東會,凱基證券(股)公司股務代理部,(02)23148800,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,余聖河,羅瑞芝,OPC,5F310 CHUKWANG ROADTAIPEITAIWANR.O.C,(02)23027464,andy@opc.com.tw,www.opc.com.tw,王逸鶴,經理,23062131-1612,andy@opc.com.tw,www.opc.com.tw,sii,nan,nan,大洋
1323,永裕塑膠工業股份有限公司,塑膠工業,－,台南市仁德區勝利路88號,68192103,王威程,王威程,郭錦添,副總經理,蔡崇誠,06-2793711,1973-04-02,2000-09-11,新台幣 10.0000元,912745540,91274554,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,田中玉,林姿妤,YONYU,88 SHENG LI ROADRENDE DISTRICTTAINANTAIWANTainan Taiwan,06-2705088,kct3232@yonyu.com.tw,www.yonyu.com.tw,蔡崇誠,財務總監,+886-6-2793711#160,cct0368@yonyu.com.tw,http://www.yonyu.com.tw/yonyu/stakeholder.php,sii,nan,nan,永裕
1324,地球綜合工業股份有限公司,塑膠工業,－,台北市中山區南京東路3段61號7樓,07147916,鈞鼎投資股份有限公司(代表人張德照),黃林慶,張雅琪,財務部部長,曾嬿妤,(02)2506-6666,1964-12-08,2000-09-11,新台幣 10.0000元,751218820,75121882,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,林麗凰,劉榮進,GLOBE TAPE,7F.NO.61.SECTION 3NANKING E ROADTAIPEI TAIWAN R.O.C.,(02)2507-0226,fet@globetape.com.tw,http://www.globetape.com.tw,張雅琪,財務部部長,(02)2506-6666,doris@globetape.com.tw,http://www.globetape.com/investor-64-78-page110,sii,nan,nan,地球
1325,恒大股份有限公司,塑膠工業,－,台北市林森北路372號10樓,11455800,黃美慧,黃美慧,吳明德,管理部經理,廖淑姬,(02)25119161,1962-10-14,2000-09-11,新台幣 10.0000元,852811980,85281198,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,薛峻泯,張淳儀,UK,10F 372 LIN SHEN N. ROADTAIPEI TAIWAN R.O.C.,(02)25374473,uk4409@ms34.hinet.net,www.uk.com.tw,吳明德,管理部經理,(02)25119161,peterwu@uk.com.tw,www.uk.com.tw,sii,nan,nan,恆大
1326,台灣化學纖維股份有限公司,塑膠工業,－,彰化市中山路3段359號,58650902,洪福源,呂文進,洪福源,董事長,呂文進,(02)27122211,1965-03-05,1984-12-20,新台幣 10.0000元,58611862910,5861186291,0,0,合併,每年,董事會,台灣化學纖維股份有限公司股務室,(02)27189898,台北市敦化北路201號台塑大樓後棟1樓,資誠聯合會計師事務所,阮呂曼玉,吳漢期,FCFC,2F 201 Tung Hwa North RoadTaipei Taiwan R.O.C,(02)27133229,fcfc@fcfc.com.tw,http://www.fcfc.com.tw,劉佳儒,協理,(02)27122211-8410,u127129@fcfc.com.tw,https://www.fcfc.com.tw/data-22337,sii,nan,nan,台化
1336,台翰精密科技股份有限公司,電子零組件業,－,桃園市龜山區民生北路一段568號1樓,22589593,蔡鎮隆,蔡鎮隆,張誌仁,執行副總經理,遺缺待補,03-3112025,1987-08-28,nan,新台幣 10.0000元,788184190,78818419,0,0,合併,每年,董事會,永豐金證券(股)公司股務代理部,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,黃世鈞,林佳鴻,TAIHAN,1F. No. 568 Sec. 1 Minsheng N. Rd. Guishan Dist.Taoyuan City 333  Taiwan (R.O.C.),03-3112035,tony@thpt.com.tw,www.thpt.com.tw,張誌仁,執行副總經理,03-3112025,tony@thpt.com.tw,https://www.thpt.com.tw/contact/,otc,2007-11-02,nan,台翰
1337,亞洲塑膠再生資源控股有限公司,塑膠工業,KY 開曼群島,高雄市苓雅區四維四路190號12樓之2,26068617,丁金山,丁志猛,王維民,財務協理,丁華雄,(07)2696099,2010-01-08,2011-08-17,新台幣 10.0000元,2689547290,268954729,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市承德路三段210號地下一樓,德昌聯合會計師事務所,林兆民,史岱平,Asia Plastic,12F.-2 No. 190 Siwei 4th Rd.Lingya Dist.Kaohsiung City 802 Taiwan,(07)2696099,markuhsueh@sansd.cn,http://asia-recycle.com,王維民,財務主管,(07)2696099,weimin831@gmail.com,http://asia-recycle.com(設置中),sii,nan,nan,再生-KY
1338,廣華控股有限公司,汽車工業,KY 開曼群島,廣東省東莞市厚街鎮橋頭第三工業區,26594386,余澤民,黃建中,黃盛昌,財務長,黃建中,0769-89278888,2009-12-08,2012-12-19,新台幣 10.0000元,838400000,83840000,0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-33930898,台北市忠孝東路二段95號3樓,安侯建業聯合會計師事務所,陳宜君,連淑凌,Hiroca,3rd Industrial Zone Qiaotou Houjie TownDongguan City Guangdong Province PRC,0769-85903818,hiroca@hirosawa.com.cn,www.hirosawa.com.cn,黃盛昌,財務長,0975727658,hiroca@hirosawa.com.cn,www.hirosawa.com.cn,sii,nan,nan,廣華-KY
1339,昭輝實業股份有限公司,汽車工業,－,彰化縣鹿港鎮興業路8號,22078327,禾翰投資股份有限公司,林睿澤,劉淑梅,副總經理,王淑慧,(04)7810781,1986-03-07,2012-04-24,新台幣 10.0000元,741238750,74123875,0,0,合併,每年,董事會,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路八號地下一樓,資誠聯合會計師事務所,王玉娟,劉美蘭,Y.C.C.,8 Xingye Rd. Lukang TownChung Hua Hsien Taiwan . R.O.C.,(04)7813209,ycc888@yccco.com.tw,http://www.yccco.com.tw,劉淑梅,副總經理,(04)7810781,ycc888@yccco.com.tw,http://www.yccco.com.tw,sii,nan,nan,昭輝
1340,勝悅新材料有限公司,塑膠工業,KY 開曼群島,中國福建省晉江市青陽蓮嶼工業區,37722768,莊國清,莊輝煌,陳圖炎,財務長,郭燈佳,8659582889862,2012-06-14,2014-01-14,新台幣 10.0000元,1529228550,152922855,0,0,合併,每年,股東會,永豐金證券公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,信永中和聯合會計師事務所,陳光慧,郭鎮宇,VICTORY,Qingyang Lianyu Industrial AreaJinjiang Fujian China,8659585689208,peter.chen@sportspowersole.com,www.vnm.com.tw,陳圖炎,財務長,8659582889862,peter.chen@sportspowersole.com,www.vnm.com.tw,sii,nan,nan,勝悅-KY
1341,富林塑膠工業(開曼)控股(股)公司,塑膠工業,KY 開曼群島,越南海防市陽京郡海城坊范文同路第9里程,82716171,王源林,黃政烘,黃政烘,總經理,邱文輝,(07)535-2366,2016-11-30,2018-12-24,新台幣 10.0000元,515479480,51547948,0,0,合併,每季,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王騰葦,陳珍麗,FULIN-KY,Km9 Pham Van Dong Hai Thanh Ward Duong Kinh DistrictHai Phong Viet Nam,(07)535-2368,joyylin@fulintw.com.tw,http://www.fulinvn.com,許乃仁,協理,075352366,joyylin@fulintw.com.tw,0,sii,nan,nan,富林-KY
1342,八貫企業股份有限公司,其他,－,宜蘭縣冬山鄉德興四路6號,12386676,劉宗熹,劉宗熹,李宏毅,副總經理,游憶敏,03-9109568,1982-06-17,2020-11-24,新台幣 10.0000元,707846950,70784695,0,0,個別,每年,董事會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,安永聯合會計師事務所,張志銘,傅文芳,CCI Yilan,No.6 Dexing 4th Rd. Dongshan TownshipYilan County 26950 Taiwan (R.O.C),03-9903297,investor@cathay1342.com.tw,http://www.cathayconsolidated.com,李宏毅,副總經理,03-9109568,investor@cathay1342.com.tw,http://www.cathayconsolidated.com,sii,nan,nan,八貫
1343,旭東環保科技股份有限公司,綠能環保,－,屏東縣屏東市大洲里環東街2號,89323361,董基旭,董基旭,董妍伶,董事長特助,楊茹涵,(08)7530968,1995-02-10,nan,新台幣 10.0000元,307318300,30731830,0,0,個別,每年,股東會,華南永昌綜合證券股份有限公司,(02)2718-6425,台北市松山區民生東路四段54號4樓,勤業眾信聯合會計師事務所,陳秀雯,張慈媛,SUN RISE,No.2 Huandong St.Pingtung City Pingtung County  Taiwan,(08)7535986,sunrise@srise.com.tw,https://www.srise.com.tw/,－,－,－,－,https://www.srise.com.tw/,rotc,nan,2021-03-25,旭東環保
1402,遠東新世紀股份有限公司,紡織纖維,－,台北市大安區敦化南路二段207號36樓,03522600,徐旭東,吳高山鄭澄宇,鄭澄宇,行政總部總經理,王健誠,02-27338000,1954-01-13,1967-04-14,新台幣 10.0000元,53528752270,5352875227,0,0,合併,每年,股東會,亞東證券股份有限公司,02-7753-1699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,邵志明,柯志賢,FENC,36FTaipei Metro Tower No.207Tun Hwa South RoadSec.2TaipeiTaiwanR.O.C.,02-27367184,csostaff@metro.feg.com.tw,www.fenc.com,汪承雯,協理,02-27338000轉8537,ir@fenc.com,http://contact.fenc.com/contact_info.aspx?lang=zh&id=1,sii,nan,nan,遠東新
1409,新光合成纖維股份有限公司,紡織纖維,－,台北市大安區仁愛路三段136號5樓,07435515,吳東昇,歐金達,許毓麟,協理,何浩寧,2507-1259,1967-04-25,1973-08-31,新台幣 10.0000元,16184092860,1618409286,0,0,合併,每年,董事會,新光證券(股)公司股務代理部,02-23118787,台北市中正區重慶南路一段66之1號11樓,勤業眾信聯合會計師事務所,陳文香,徐文亞,SSFC,5th Floor No. 136 Section 3 Ren'ai Road Taipei City.TAIPEI TAIWAN R.O.C.,25072264,analysis@shinkong.com.tw,www.shinkong.com.tw,許毓麟,協理,25071259~7300,analysis@shinkong.com.tw,www.shinkong.com.tw,sii,nan,nan,新纖
1410,南洋染整股份有限公司,紡織纖維,－,桃園市蘆竹區南山路三段二三三號,35286207,何 鈞,何 鈞,張愛玉,發言人,孟家立,02-25940361,1964-12-22,1973-10-18,新台幣 10.0000元,630000000,63000000,0,0,合併,每年,董事會,中國信託商銀代理部,02-66365566,台北市100重慶南路一段83號5樓,安侯建業聯合會計師事務所,余聖河,羅瑞芝,NYDF,No.233 Sec. 3 Nanshan Rd.Luzhu Dist. Taoyuan City 338 Taiwan,02-25919227,nydyeing@ms19.hinet.net,www.nydf.com.tw,張愛玉,發言人,02-25940361,nydyeing@ms19.hinet.net,www.nydf.com.tw/nydf/chinese/01-profile/index.htm,sii,nan,nan,南染
1413,宏洲纖維工業股份有限公司,紡織纖維,－,台北市內湖區瑞光路607號7樓,07220710,詹正田,詹正田,張恆嘉,董事,林勝欽,2657-5859,1968-07-30,1975-12-23,新台幣 10.0000元,1321124540,132112454,30000000,0,個別,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市忠孝西路一段6號6樓,安侯建業聯合會計師事務所,潘俊名,張淑瑩,H.C.,7F. No.607 Ruiguang Rd. Neihu Dist. Taipei City 114 Taiwan (R.O.C.)TAIPEI TAIWAN,8797-7888,wallace@hungchou.com.tw,http://www.hungchou.com.tw/,張恆嘉,董事,02-26575859,albert@yijinn.com.tw,http://www.hungchou.com.tw/,sii,nan,nan,宏洲
1414,東和紡織股份有限公司,紡織纖維,－,台北市仁愛路四段376號13樓,73141105,蔡淑櫻,張嘉亨,張嘉亨,總經理,郭彥良,(02)27001840,1959-09-11,1976-02-02,新台幣 10.0000元,2200000000,220000000,0,0,個別,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,鄭欽宗,趙永祥,TUNG HO,13TH FLOOR NO376SEC 4 JEN AI ROADTAIPEITAIWANR.O.C,(02)27060967,admsect@tungho.com.tw,www.tungho.com.tw,郭彥良,副理,(02)27001840,david@tungho.com.tw,http://www.tungho.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=244&index=1,sii,nan,nan,東和
